Ticker,Short Name,GICS Sector,GICS Ind Name,Curr Adj Mkt Cap,Mrkt Cap Sum,Weight,EV,ESG Score,UN Glob Comp Sign,% Women on Bd,GHG Scp 1 Est,GHG Scp 1 2 Watrfll Per Sale,Cntry Terrtry Of Rsk,Clmt Rsk Phys Lvl,Clmt Rsk Phys Cat,Fossl Fl Op Rev Pct,Oil Op Rev Pct,Coal Op Rev Pct,Tgt Temp Rise Scp 1 And 2 ST,Comp Clm Sci Bse Emiss Targts,Comp Clm Net 0 Emiss Tgt,Invt In Sustain Prods
CHDRAUIB MF,CHEDRAUI,Consumer Staples,Consumer Staples Distribution,7233.305218,99429445.9,0.0001,167660.9121,1.860000014,#N/A N/A,10,169.898,24.965,MX,96,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
9005 JT,TOKYU CORP,Industrials,Ground Transportation,7229.66884,99429445.9,0.0001,2385389.085,4.039999962,Y,18.18180084,143.389,85.359,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
600256 C1,GUANGHUI ENERG-A,Energy,"Oil, Gas & Consumable Fuels",7217.010733,99429445.9,0.0001,66571.1766,3.140000105,#N/A N/A,18.18180084,7340.386,1159.193,CN,87,High Risk,100,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
6198 HK,QINGDAO PORT-H,Industrials,Transportation Infrastructure,7208.263914,99429445.9,0.0001,48424.55976,4.099999905,Y,25,155.64,290.205,CN,98,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
002459 C2,JA SOLAR TECHN-A,Information Technology,Semiconductors & Semiconductor,7198.105095,99429445.9,0.0001,76505.54779,4.710000038,Y,33.33330154,54.416,269.422,CN,89,High Risk,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
ANA SQ,ACCIONA SA,Utilities,Electric Utilities,7189.271355,99429445.9,0.0001,15043.16935,3.880000114,Y,38.46149826,225.884,11.896,ES,90,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
CPN TB,CENTRAL PATTANA,Real Estate,Real Estate Management & Devel,7188.581855,99429445.9,0.0001,398732.279,3.549999952,#N/A N/A,28.57139969,1.969,228.212,TH,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
2883 TT,CHINA DEVT,Financials,Insurance,7184.815602,99429445.9,0.0001,432745.4807,4.420000076,#N/A N/A,#N/A N/A,1.149,7.853,TW,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
BIL IS,BALKRISHNA INDS,Consumer Discretionary,Automobile Components,7178.240297,99429445.9,0.0001,614305.9294,3.089999914,N,25,370.925,550.405,IN,93,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
TLC AT,LOTTERY CORP LTD,Consumer Discretionary,"Hotels, Restaurants & Leisure",7172.193107,99429445.9,0.0001,12704.19276,2.470000029,#N/A N/A,42.85710144,19.519,36.482,AU,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
U UN,UNITY SOFTWARE I,Information Technology,Software,7164.495273,99429445.9,0.0001,8587.634273,2.789999962,#N/A N/A,33.33330154,0.385,1.509,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
JOMAR AB,JABAL OMAR DEVEL,Real Estate,Real Estate Management & Devel,7159.663369,99429445.9,0.0001,38617.80161,1.50999999,#N/A N/A,#N/A N/A,30.247,147.124,SA,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
BBL TB,BANGKOK BANK PUB,Financials,Banks,7155.75375,99429445.9,0.0001,#N/A N/A,2.180000067,N,10,19.032,12.268,TH,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
RHC AT,RAMSAY HEALTH,Health Care,Health Care Providers & Servic,7154.652573,99429445.9,0.0001,22398.7922,4.510000229,Y,37.5,77.184,28.643,AU,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
002422 C2,SICHUAN KELUN-A,Health Care,Pharmaceuticals,7152.535142,99429445.9,0.0001,54371.64931,4.050000191,N,0,2170.777,948.416,CN,54,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
GGBR4 BS,GERDAU-PREF,Materials,Metals & Mining,7137.914633,99429445.9,0.0001,43746.52484,5.110000134,#N/A N/A,14.28569984,9544.598,876.658,BR,78,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
4768 JT,OTSUKA CORP,Information Technology,IT Services,7122.351465,99429445.9,0.0001,899674.4529,3.130000114,#N/A N/A,12.5,3.814,2.515,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
096770 KP,SK INNOVATION,Energy,"Oil, Gas & Consumable Fuels",7114.627119,99429445.9,0.0001,38430094.69,5.139999866,#N/A N/A,37.5,7315.073,170.538,KR,85,High Risk,63.0902,63.0902,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
7181 JT,JAPAN POST INSUR,Financials,Insurance,7105.07498,99429445.9,0.0001,356043.2277,3.079999924,Y,40,11.038,0.302,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,N,Y,#N/A N/A
ALKEM IS,ALKEM LABORATORI,Health Care,Pharmaceuticals,7104.520721,99429445.9,0.0001,580648.542,2.309999943,N,25,32.099,86.374,IN,83,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
000975 C2,YINTAI GOLD-A,Materials,Metals & Mining,7098.635784,99429445.9,0.0001,50084.20229,1.559999943,N,11.1111002,202.985,575.683,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
3661 TT,ALCHIP TECH,Information Technology,Semiconductors & Semiconductor,7091.444614,99429445.9,0.0001,204328.3804,4.489999771,#N/A N/A,0,0.014,0.26,TW,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
JSWINFRA IS,JSW INFRASTRUCTU,Industrials,Transportation Infrastructure,7074.266691,99429445.9,0.0001,595476.2395,#N/A Field Not Applicable,N,14.28569984,38.358,224.227,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
SGP AT,STOCKLAND,Real Estate,Diversified REITs,7073.72428,99429445.9,0.0001,15230.78561,5.429999828,Y,33.33330154,4.962,28.952,AU,96,High Risk,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
AMRT IJ,SUMBER ALFARIA T,Consumer Staples,Consumer Staples Distribution,7069.74429,99429445.9,0.0001,114220415.7,2.359999895,#N/A N/A,#N/A N/A,6.175,160.37,ID,71,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
APA AT,APA GROUP,Utilities,Gas Utilities,7068.548711,99429445.9,0.0001,22615.99577,5.940000057,#N/A N/A,42.85710144,1370.943,829.678,AU,98,High Risk,77.5665,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
ABG SJ,ABSA GROUP LTD,Financials,Banks,7066.824807,99429445.9,0.0001,#N/A N/A,3.460000038,Y,37.5,22.995,13.774,ZA,#N/A N/A,#N/A N/A,0,0,0,2.55,#N/A N/A,Y,#N/A N/A
151 HK,WANT WANT CHINA,Consumer Staples,Food Products,7056.282643,99429445.9,0.0001,52416.02895,3.380000114,N,13.33329964,150.664,153.507,CN,88,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
4324 JT,DENTSU GROUP INC,Communication Services,Media,7053.264102,99429445.9,0.0001,1478014.463,4.349999905,#N/A N/A,22.22220039,4.317,2.123,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
1801 JT,TAISEI CORP,Industrials,Construction & Engineering,7049.823568,99429445.9,0.0001,1080190.332,3.900000095,Y,8.333330154,84.352,24.956,JP,94,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
000630 C2,TONGLING NONFE-A,Materials,Metals & Mining,7039.767401,99429445.9,0.0001,72935.82157,3.420000076,N,10,2022.472,248.605,CN,98,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
RAIL3 BS,RUMO SA,Industrials,Ground Transportation,7039.249686,99429445.9,0.0001,52542.01174,3.569999933,Y,#N/A N/A,1009.031,498.608,BR,#N/A N/A,#N/A N/A,0,0,0,2.85,#N/A N/A,#N/A N/A,#N/A N/A
600741 C1,HUAYU AUTOM-A,Consumer Discretionary,Automobile Components,7035.500872,99429445.9,0.0001,44272.94847,2.930000067,N,11.1111002,455.079,52.484,CN,88,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
3003 JT,HULIC CO LTD,Real Estate,Real Estate Management & Devel,7034.662253,99429445.9,0.0001,2600708.554,4.28000021,#N/A N/A,25,9.456,10.419,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
2887 TT,TAISHIN HOLDINGS,Financials,Banks,7017.794816,99429445.9,0.0001,#N/A N/A,3.890000105,#N/A N/A,14.28569984,1.753,7.263,TW,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
601117 C1,CHINA NATIONAL-A,Industrials,Construction & Engineering,7011.116942,99429445.9,0.0001,41163.38601,1.480000019,N,0,897.467,59.083,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
688396 C1,CHINA RESOURCE-A,Information Technology,Semiconductors & Semiconductor,7010.471329,99429445.9,0.0001,44871.67489,2.150000095,N,8.333330154,10.569,430.316,CN,98,High Risk,0,0,0,3.2,N,N,#N/A N/A
BOI IS,BANK OF INDIA,Financials,Banks,7002.480625,99429445.9,0.0001,#N/A N/A,1.049999952,N,11.1111002,66.506,28.351,IN,95,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
4528 JT,ONO PHARMA,Health Care,Pharmaceuticals,7001.430641,99429445.9,0.0001,907035.16,3.390000105,Y,14.28569984,8.153,5.844,JP,89,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
GRUMAB MF,GRUMA SAB-B,Consumer Staples,Food Products,7001.366982,99429445.9,0.0001,8447.480318,1.860000014,#N/A N/A,9.090909958,774.228,197.736,MX,81,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
JDSL IS,JINDAL STAINLESS,Materials,Metals & Mining,6999.289894,99429445.9,0.0001,619028.0862,4.420000076,Y,30,2370.688,775.233,IN,91,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
000807 C2,YUNNAN ALUM-A,Materials,Metals & Mining,6986.165129,99429445.9,0.0001,53927.66388,3.359999895,N,11.1111002,6428.091,4913.694,CN,94,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
MTN UN,VAIL RESORTS,Consumer Discretionary,"Hotels, Restaurants & Leisure",6969.05485,99429445.9,0.0001,9475.86685,4.050000191,N,50,82.779,34.997,US,52,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
002601 C2,LB GROUP CO LT-A,Materials,Chemicals,6945.14719,99429445.9,0.0001,72479.53036,2.029999971,N,33.33330154,650.095,283.428,CN,76,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
CZR UW,CAESARS ENTERTAI,Consumer Discretionary,"Hotels, Restaurants & Leisure",6929.625463,99429445.9,0.0001,31445.62546,6.559999943,#N/A N/A,22.22220039,259.23,81.938,US,96,High Risk,0,0,0,2.04,Y,#N/A N/A,#N/A N/A
ADPORTS DH,ABU DHABI PORTS,Industrials,Transportation Infrastructure,6915.082855,99429445.9,0.0001,42796.031,#N/A Field Not Applicable,N,14.28569984,186.682,88.35,AE,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
ABCAP IS,ADITYA BIRLA CAP,Financials,Financial Services,6913.250648,99429445.9,0.0001,1621247.764,2.25999999,N,12.5,0.039,1.471,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
322 HK,TINGYI,Consumer Staples,Food Products,6904.742507,99429445.9,0.0001,60571.68651,3.150000095,Y,11.1111002,182.365,209.306,CN,89,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
LAD UN,LITHIA MOTORS,Consumer Discretionary,Specialty Retail,6898.760656,99429445.9,0.0001,17941.06066,2.74000001,#N/A N/A,33.33330154,42.335,4.504,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
6645 JT,OMRON CORP,Information Technology,"Electronic Equipment, Instrume",6888.868418,99429445.9,0.0001,1273464.66,5.420000076,Y,12.5,5.206,14.852,JP,85,High Risk,0,0,0,1.17,Y,Y,#N/A N/A
3092 JT,ZOZO INC,Consumer Discretionary,Specialty Retail,6883.869373,99429445.9,0.0001,1028955.31,2.710000038,N,0,1.975,0.476,JP,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
PATH UN,UIPATH INC -CL A,Information Technology,Software,6856.597697,99429445.9,0.0001,4982.869697,2.420000076,#N/A N/A,28.57139969,0.259,1.299,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
2331 HK,LI NING CO LTD,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",6843.547295,99429445.9,0.0001,46645.62558,2.220000029,#N/A N/A,28.57139969,0.624,2.02,CN,92,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
300394 C2,SUZHOU TFC OPT-A,Information Technology,Communications Equipment,6842.906739,99429445.9,0.0001,47409.69163,1.320000052,#N/A N/A,#N/A N/A,3.899,55.938,CN,98,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
EGIE3 BS,ENGIE BR ENER SA,Utilities,Independent Power and Renewabl,6841.990701,99429445.9,0.0001,52578.04157,4.809999943,Y,22.22220039,782.918,397.216,BR,93,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
5876 TT,SHANGHAI COMMERC,Financials,Banks,6832.345449,99429445.9,0.0001,#N/A N/A,4.989999771,#N/A N/A,0,0.913,4.279,TW,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,#N/A N/A,#N/A N/A
688599 C1,TRINA SOLAR CO-A,Information Technology,Semiconductors & Semiconductor,6825.013314,99429445.9,0.0001,83167.00535,5.179999828,N,0,29.737,141.518,CN,86,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
AIA NZ,AUCKLAND AIRPORT,Industrials,Transportation Infrastructure,6821.295885,99429445.9,0.0001,13304.85774,3.859999895,N,50,2.023,11.8,NZ,99,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
603799 C1,ZHEJIANG HUAYO-A,Materials,Metals & Mining,6812.223587,99429445.9,0.0001,103667.9349,2.670000076,N,0,850.837,198.149,CN,93,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
MER PM,MANILA ELECTRIC,Utilities,Electric Utilities,6795.00473,99429445.9,0.0001,445254.1639,3.650000095,#N/A N/A,18.18180084,4912.045,956.685,PH,85,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
CUERVO* MF,BECLE SAB DE CV,Consumer Staples,Beverages,6783.49542,99429445.9,0.0001,133849.2718,2.450000048,#N/A N/A,9.090909958,65.131,37.113,MX,91,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
ASTRA IS,ASTRAL LTD,Industrials,Building Products,6781.031607,99429445.9,0.0001,560435.0908,4.96999979,#N/A N/A,25,1.779,130.257,IN,86,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
WTB LN,WHITBREAD PLC,Consumer Discretionary,"Hotels, Restaurants & Leisure",6764.351996,99429445.9,0.0001,9705.721823,5.070000172,N,42.85710144,61.765,20.863,GB,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
030200 KP,KT CORP,Communication Services,Diversified Telecommunication,6760.019783,99429445.9,0.0001,18000964.21,5.300000191,#N/A N/A,10,39.33,55.029,KR,89,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
600332 C1,GUANGZHOU BAIY-A,Health Care,Health Care Providers & Servic,6742.738507,99429445.9,0.0001,48502.1389,3.220000029,N,27.27269936,81.167,31.594,CN,92,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
874 HK,BAIYUNSHAN PH-H,Health Care,Health Care Providers & Servic,6742.214309,99429445.9,0.0001,48502.13957,3.220000029,N,27.27269936,81.167,31.594,CN,92,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
TEP FP,TELEPERFORMANCE,Industrials,Professional Services,6735.483607,99429445.9,0.0001,10720.54595,3.940000057,Y,50,13.427,15.602,FR,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
RHI UN,ROBERT HALF INC,Industrials,Professional Services,6731.426867,99429445.9,0.0001,6243.68452,6.880000114,#N/A N/A,33.33330154,3.961,1.573,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
009540 KP,HD KOREA SHIPBUI,Industrials,Machinery,6731.376631,99429445.9,0.0001,10525183.83,4.539999962,#N/A N/A,20,395.915,65.857,KR,82,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
1177 HK,SINO BIOPHARM,Health Care,Pharmaceuticals,6730.550872,99429445.9,0.0001,56393.97908,3.789999962,N,33.33330154,20.018,69.864,HK,87,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
ALI PM,AYALA LAND INC,Real Estate,Real Estate Management & Devel,6719.246909,99429445.9,0.0001,703840.2711,4.070000172,N,22.22220039,51.152,133.5,PH,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
603806 C1,HANGZHOU FIRST-A,Information Technology,Semiconductors & Semiconductor,6696.209221,99429445.9,0.0001,47668.24727,2.359999895,N,28.57139969,93.551,66.53,CN,95,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
HOLMB SS,HOLMEN AB-B SHS,Materials,Paper & Forest Products,6693.564818,99429445.9,0.0001,73530.82644,#N/A Field Not Applicable,#N/A N/A,30.76919937,69.82,80.008,SE,85,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
BRGR IS,BERGER PAINTS,Materials,Chemicals,6687.253604,99429445.9,0.0001,558995.2032,3.190000057,N,20,2.659,26.024,IN,89,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
6383 JT,DAIFUKU CO LTD,Industrials,Machinery,6680.358245,99429445.9,0.0001,975726.1166,4.420000076,Y,10,11.451,5.984,JP,89,High Risk,0,0,0,3.2,Y,N,#N/A N/A
MPL AT,MEDIBANK PRIVATE,Financials,Insurance,6678.623021,99429445.9,0.0001,9567.011826,5.730000019,N,44.44440079,0.386,0.342,AU,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
MBK PW,MBANK SA,Financials,Banks,6662.215326,99429445.9,0.0001,#N/A N/A,4,#N/A N/A,#N/A N/A,4.616,1.987,PL,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
042660 KP,HANWHA OCEAN CO,Industrials,Machinery,6649.709377,99429445.9,0.0001,10869875.82,3.779999971,#N/A N/A,11.1111002,126.294,79.413,KR,66,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
CHP-U CT,CHOICE PROPERTIE,Real Estate,Retail REITs,6647.588665,99429445.9,0.0001,15561.83218,5.429999828,N,36.36360168,7.393,6.997,CA,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
9042 JT,HANKYU HANSHIN H,Industrials,Ground Transportation,6620.727958,99429445.9,0.0001,2243651.051,4.949999809,Y,18.18180084,107.898,52.739,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,N,Y,#N/A N/A
IDFCFB IS,IDFC FIRST BANK,Financials,Banks,6586.958623,99429445.9,0.0001,#N/A N/A,1.850000024,Y,20,0.251,7.715,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
002252 C2,SHANGHAI RAAS -A,Health Care,Biotechnology,6578.774,99429445.9,0.0001,42674.556,1.679999948,N,22.22220039,27.715,53.45,CN,96,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
SALIK DB,SALIK CO PJSC,Industrials,Transportation Infrastructure,6575.006632,99429445.9,0.0001,26821.915,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,28.453,71.019,AE,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
3311 HK,CHINA STATE CONS,Industrials,Construction & Engineering,6572.989761,99429445.9,0.0001,113495.209,2.910000086,#N/A N/A,14.28569984,592.643,68.615,CN,92,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
TCELL TI,TURKCELL,Communication Services,Wireless Telecommunication Ser,6543.144636,99429445.9,0.0001,244750.04,3.950000048,Y,11.1111002,14.082,2.957,TR,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
002049 C2,UNIGROUP GUOXI-A,Information Technology,Semiconductors & Semiconductor,6540.768817,99429445.9,0.0001,46324.49035,2.130000114,N,0,10.616,20.032,CN,72,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
3808 HK,SINOTRUK HK LTD,Industrials,Machinery,6533.934161,99429445.9,0.0001,40224.22343,4.079999924,#N/A N/A,11.76469994,83.569,37.616,CN,80,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
300628 C2,YEALINK NETWOR-A,Information Technology,Communications Equipment,6529.985443,99429445.9,0.0001,41473.10008,2.140000105,N,0,0.325,14.242,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
2269 JT,MEIJI HD,Consumer Staples,Food Products,6528.386049,99429445.9,0.0001,1007327.074,3.420000076,Y,22.22220039,229.07,68.168,JP,76,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
600183 C1,SHENGYI TECH C-A,Information Technology,"Electronic Equipment, Instrume",6522.24937,99429445.9,0.0001,51571.4522,0.980000019,N,36.36360168,90.38,103.118,CN,93,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
WDP BB,WAREHOUSES DE PA,Real Estate,Industrial REITs,6516.143737,99429445.9,0.0001,8539.248891,5.28000021,#N/A N/A,33.33330154,0.314,1.218,BE,89,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
3998 HK,BOSIDENG INTL,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",6515.456594,99429445.9,0.0001,44077.46319,3.779999971,N,25,0.188,15.412,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
PSYS IS,PERSISTENT SYS,Information Technology,IT Services,6507.986002,99429445.9,0.0001,533357.4425,2.950000048,Y,20,0.423,6.207,IN,84,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
002916 C2,SHENNAN CIRCUI-A,Information Technology,"Electronic Equipment, Instrume",6501.913531,99429445.9,0.0001,50079.49672,2.569999933,N,0,45.196,325.102,CN,98,High Risk,0,0,0,#N/A Field Not Applicable,Y,N,#N/A N/A
2413 JT,M3 INC,Health Care,Health Care Technology,6500.289852,99429445.9,0.0001,872067.4,2.289999962,N,33.33330154,0.016,0.004,JP,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
KIMBERA MF,KIMBERLY-CLA M-A,Consumer Staples,Household Products,6488.853197,99429445.9,0.0001,122103.0426,4.039999962,#N/A N/A,8.333330154,220.168,241.059,MX,95,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
SAHOL TI,SABANCI HOLDING,Financials,Banks,6484.977628,99429445.9,0.0001,393721.9733,2.359999895,#N/A N/A,#N/A N/A,20201.87,1021.429,TR,100,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
EQTL3 BS,EQUATORIAL E-ORD,Utilities,Electric Utilities,6483.158789,99429445.9,0.0001,72793.44962,1.879999995,#N/A N/A,#N/A N/A,3328.502,462.251,BR,89,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
PI IS,PI INDUSTRIES,Materials,Chemicals,6482.733968,99429445.9,0.0001,502106.2753,4.079999924,Y,22.22220039,51.59,223.123,IN,85,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
KTB TB,KRUNG THAI BANK,Financials,Banks,6477.631225,99429445.9,0.0001,#N/A N/A,2.170000076,Y,10,13.873,10.515,TH,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
601991 C1,DATANG INTL PO-A,Utilities,Independent Power and Renewabl,6476.715697,99429445.9,0.0001,274798.7533,3.059999943,N,0,196944.033,12315.364,CN,86,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
991 HK,DATANG INTL PO-H,Utilities,Independent Power and Renewabl,6476.212171,99429445.9,0.0001,274798.7539,3.059999943,N,0,196944.033,12315.364,CN,86,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
600176 C1,CHINA JUSHI CO-A,Materials,Construction Materials,6475.776117,99429445.9,0.0001,59318.01303,2.420000076,N,11.1111002,1048.28,731.894,CN,83,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
600161 C1,BEIJING TIAN-A,Health Care,Biotechnology,6465.839852,99429445.9,0.0001,45188.00804,1.919999957,N,33.33330154,52.994,199.55,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
601877 C1,ZHEJIANG CHINT-A,Industrials,Electrical Equipment,6462.416539,99429445.9,0.0001,78941.28989,2.730000019,Y,22.22220039,0.352,5.325,CN,89,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
KOMB CK,KOMERCNI BANKA,Financials,Banks,6455.590916,99429445.9,0.0001,#N/A N/A,6.059999943,#N/A N/A,44.44440079,5.169,5.747,CZ,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
600584 C1,JCET GROUP CO-A,Information Technology,Semiconductors & Semiconductor,6452.441808,99429445.9,0.0001,46538.73371,3.109999895,N,22.22220039,23.302,200.647,CN,94,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
2376 TT,GIGABYTE TECH,Information Technology,"Technology Hardware, Storage &",6445.63912,99429445.9,0.0001,210999.5395,2.440000057,#N/A N/A,9.090909958,0.905,7.39,TW,97,High Risk,0,0,0,1.91,#N/A N/A,#N/A N/A,#N/A N/A
